area,area_title,occCode,occTitle,jobs_1000,h_mean, a_mean , a_pct25 , a_median , a_pct75 , a_pct90 ,Rent50_3,Rent50_4,county,county_town_name,pop2010,state_alpha,ratio
39580,"Raleigh-Cary, NC",15-1133,"Software Developers, Systems Software",3.867,49.39,102740,82340,101640,122120,144210,1167,1449,183,Wake County,900993,NC,0.1377804014
23104,"Fort Worth-Arlington, TX Metropolitan Division",15-1133,"Software Developers, Systems Software",3.272,52.04,108240,83410,108010,132520,155130,1258,1498,439,Tarrant County,1809034,TX,0.1397648366
15380,"Buffalo-Niagara Falls, NY",15-1133,"Software Developers, Systems Software",1.325,40.41,84050,61870,82680,101030,134530,965,1092,29,Erie County,919040,NY,0.1400580552
48620,"Wichita, KS",15-1133,"Software Developers, Systems Software",2.725,47.12,98000,75460,93500,118870,155570,1094,1206,173,Sedgwick County,498365,KS,0.1404064171
77200,"Providence-Fall River-Warwick, RI-MA",15-1133,"Software Developers, Systems Software",3.367,51.84,107830,83730,104290,132710,159210,1226,1467,7,Providence city,178042,RI,0.1410681753
28420,"Kennewick-Pasco-Richland, WA",15-1133,"Software Developers, Systems Software",1.072,43.31,90080,66590,89540,110250,123770,1056,1361,5,Benton County,175177,WA,0.1415233415
28700,"Kingsport-Bristol-Bristol, TN-VA",15-1133,"Software Developers, Systems Software",0.329,41.04,85370,62900,71590,91900,122970,848,959,163,Sullivan County,156823,TN,0.1421427574
10420,"Akron, OH",15-1133,"Software Developers, Systems Software",**,43.69,90870,73550,87710,107520,130240,1039,1078,153,Summit County,541781,OH,0.1421502679
17820,"Colorado Springs, CO",15-1133,"Software Developers, Systems Software",4.727,52.64,109480,86960,108380,132560,154410,1288,1548,41,El Paso County,622263,CO,0.1426093375
16860,"Chattanooga, TN-GA",15-1133,"Software Developers, Systems Software",0.708,41.27,85850,70770,83060,97360,122770,991,1117,65,Hamilton County,336463,TN,0.1431736094
41700,"San Antonio-New Braunfels, TX",15-1133,"Software Developers, Systems Software",1.981,55.84,116150,81030,99480,125470, # ,1189,1304,29,Bexar County,1714773,TX,0.1434258142
74950,"Manchester, NH",15-1133,"Software Developers, Systems Software",1.038,55.27,114970,99520,116650,134710,154490,1395,1579,11,Manchester city,109565,NH,0.1435062152
39340,"Provo-Orem, UT",15-1133,"Software Developers, Systems Software",4.643,43.79,91080,74680,91890,112580,133890,1102,1350,49,Utah County,516564,UT,0.1439111982
29940,"Lawrence, KS",15-1133,"Software Developers, Systems Software",**,42.19,87760,78150,101600,115590,123920,1221,1342,45,Douglas County,110826,KS,0.1442125984
22180,"Fayetteville, NC",15-1133,"Software Developers, Systems Software",**,46.89,97530,78020,98160,120400,140780,1181,1487,51,Cumberland County,319431,NC,0.1443765281
33860,"Montgomery, AL",15-1133,"Software Developers, Systems Software",1.388,42.3,87970,72680,86880,100420,120750,1046,1244,101,Montgomery County,229363,AL,0.1444751381
31140,"Louisville-Jefferson County, KY-IN",15-1133,"Software Developers, Systems Software",1.142,41.19,85680,71160,86770,98860,116060,1045,1182,111,Jefferson County,741096,KY,0.1445199954
45780,"Toledo, OH",15-1133,"Software Developers, Systems Software",0.147,38.57,80220,66040,80610,91680,102220,972,1028,95,Lucas County,441815,OH,0.1446966878
11180,"Ames, IA",15-1133,"Software Developers, Systems Software",1.508,41.15,85590,75930,87860,97540,108820,1064,1244,169,Story County,89542,IA,0.1453221033
76600,"Pittsfield, MA",15-1133,"Software Developers, Systems Software",9.747,42.45,88300,72030,86790,104710,118630,1056,1191,3,Pittsfield city,44737,MA,0.1460076046
13820,"Birmingham-Hoover, AL",15-1133,"Software Developers, Systems Software",2.095,42.07,87510,70320,87450,103290,120510,1065,1198,73,Jefferson County,658466,AL,0.1461406518
27140,"Jackson, MS",15-1133,"Software Developers, Systems Software",0.749,44.18,91890,68690,84200,101030,130590,1030,1132,49,Hinds County,245285,MS,0.1467933492
40420,"Rockford, IL",15-1133,"Software Developers, Systems Software",0.261,45.18,93980,77120,88770,105260,147140,1089,1237,201,Winnebago County,295266,IL,0.1472118959
45060,"Syracuse, NY",15-1133,"Software Developers, Systems Software",2.316,45.14,93890,71020,90170,116030,140740,1111,1220,67,Onondaga County,467026,NY,0.1478540535
27740,"Johnson City, TN",15-1133,"Software Developers, Systems Software",1.088,45.84,95350,54190,75800,138590,162870,934,1171,179,Washington County,122979,TN,0.1478627968
47580,"Warner Robins, GA",15-1133,"Software Developers, Systems Software",2.045,42,87360,69590,83830,107370,122470,1035,1237,153,Houston County,139900,GA,0.1481569844
12260,"Augusta-Richmond County, GA-SC",15-1133,"Software Developers, Systems Software",0.935,41.58,86490,67550,85820,105400,123060,1061,1314,245,Richmond County,200549,GA,0.1483570263
18580,"Corpus Christi, TX",15-1133,"Software Developers, Systems Software",0.238,44.54,92650,68870,95490,115060,131350,1182,1389,355,Nueces County,340223,TX,0.148539114
40380,"Rochester, NY",15-1133,"Software Developers, Systems Software",3.854,43.91,91340,73470,89760,108360,126190,1112,1188,55,Monroe County,744344,NY,0.1486631016
24340,"Grand Rapids-Wyoming, MI",15-1133,"Software Developers, Systems Software",2.59,42.23,87840,69600,87960,107750,121590,1093,1229,81,Kent County,602622,MI,0.1491132333
18700,"Corvallis, OR",15-1133,"Software Developers, Systems Software",7.776,49.27,102480,85630,103020,121090,140590,1281,1539,3,Benton County,85579,OR,0.1492137449
35840,"North Port-Bradenton-Sarasota, FL",15-1133,"Software Developers, Systems Software",0.721,53.72,111730,64490,108380,159270,184710,1355,1591,115,Sarasota County,379448,FL,0.1500276804
44060,"Spokane, WA",15-1133,"Software Developers, Systems Software",0.287,44.15,91840,74480,89410,111360,130150,1120,1271,63,Spokane County,471221,WA,0.1503187563
74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",15-1133,"Software Developers, Systems Software",11.618,56.7,117930,99790,121690,141880,156930,1536,1808,17,Lowell city,106519,MA,0.151466842
26420,"Houston-Sugar Land-Baytown, TX",15-1133,"Software Developers, Systems Software",3.752,51,106090,78940,99880,126830,151620,1264,1563,201,Harris County,4092459,TX,0.1518622347
28020,"Kalamazoo-Portage, MI",15-1133,"Software Developers, Systems Software",0.841,39.83,82850,64910,78880,104120,117020,1000,1217,77,Kalamazoo County,250331,MI,0.1521298174
23420,"Fresno, CA",15-1133,"Software Developers, Systems Software",**,49.83,103640,79010,97320,126890,157110,1234,1440,19,Fresno County,930450,CA,0.1521578298
11540,"Appleton, WI",15-1133,"Software Developers, Systems Software",0.873,41.64,86620,70410,83880,100000,119700,1065,1128,87,Outagamie County,176695,WI,0.152360515
33340,"Milwaukee-Waukesha-West Allis, WI",15-1133,"Software Developers, Systems Software",1.605,42.78,88990,71280,86520,101600,121720,1100,1189,79,Milwaukee County,947735,WI,0.1525658807
14060,"Bloomington-Normal, IL",15-1133,"Software Developers, Systems Software",**,50.9,105870,78770,100560,130320,154720,1285,1552,113,McLean County,169572,IL,0.1533412888
41060,"St. Cloud, MN",15-1133,"Software Developers, Systems Software",1.157,37.85,78740,62650,80910,94300,112570,1035,1389,145,Stearns County,150642,MN,0.1535038932
43780,"South Bend-Mishawaka, IN-MI",15-1133,"Software Developers, Systems Software",0.421,39.15,81430,58840,74720,103090,133650,957,1021,141,St. Joseph County,266931,IN,0.1536937901
17460,"Cleveland-Elyria-Mentor, OH",15-1133,"Software Developers, Systems Software",0.996,40.22,83660,67550,83650,99890,119430,1073,1108,35,Cuyahoga County,1280122,OH,0.1539270771
29140,"Lafayette, IN",15-1133,"Software Developers, Systems Software",0.751,50.52,105080,62990,83210,132720,172270,1072,1347,157,Tippecanoe County,172780,IN,0.1545968033
43620,"Sioux Falls, SD",15-1133,"Software Developers, Systems Software",1.013,42.49,88380,72270,86370,98180,116610,1115,1313,99,Minnehaha County,169468,SD,0.154914901
30860,"Logan, UT-ID",15-1133,"Software Developers, Systems Software",0.654,37.02,77000,58180,72390,97300,115780,935,1141,5,Cache County,112656,UT,0.1549937837
31540,"Madison, WI",15-1133,"Software Developers, Systems Software",2.204,37.92,78880,60530,78690,95740,114960,1017,1144,79,Madison County,19224,FL,0.1550895921
42540,"Scranton--Wilkes-Barre, PA",15-1133,"Software Developers, Systems Software",0.538,34.87,72540,44090,72780,98260,122820,942,1058,79,Luzerne County,320918,PA,0.1553173949
12580,"Baltimore-Towson, MD",15-1133,"Software Developers, Systems Software",5.565,59.55,123860,93510,123210,153580,181610,1599,1741,5,Baltimore County,805029,MD,0.1557341125
45820,"Topeka, KS",15-1133,"Software Developers, Systems Software",1.844,40.14,83480,59160,82910,101970,123930,1078,1309,177,Shawnee County,177934,KS,0.156024605
13740,"Billings, MT",15-1133,"Software Developers, Systems Software",2.192,38.69,80470,68910,79120,97530,109690,1029,1032,111,Yellowstone County,147972,MT,0.1560667341
22900,"Fort Smith, AR-OK",15-1133,"Software Developers, Systems Software",0.413,30.96,64400,47190,65200,78990,97770,850,958,131,Sebastian County,125744,AR,0.1564417178
32580,"McAllen-Edinburg-Mission, TX",15-1133,"Software Developers, Systems Software",0.206,36.26,75420,54360,67150,87140,121540,878,1072,215,Hidalgo County,774769,TX,0.1569024572
33740,"Monroe, LA",15-1133,"Software Developers, Systems Software",0.758,33.39,69450,55740,69910,85440,96640,915,982,73,Ouachita Parish,153720,LA,0.157059076
16940,"Cheyenne, WY",15-1133,"Software Developers, Systems Software",**,41.94,87240,82590,89310,96020,100690,1169,1371,21,Laramie County,91738,WY,0.1570708767
36540,"Omaha-Council Bluffs, NE-IA",15-1133,"Software Developers, Systems Software",2.79,41.43,86180,67590,85720,106000,122460,1123,1248,55,Douglas County,517110,NE,0.1572095194
25420,"Harrisburg-Carlisle, PA",15-1133,"Software Developers, Systems Software",1.572,43.4,90260,75160,88700,105130,126150,1165,1207,43,Dauphin County,268100,PA,0.1576099211
44100,"Springfield, IL",15-1133,"Software Developers, Systems Software",0.592,40.79,84840,69520,78870,100100,115520,1036,1092,167,Sangamon County,197465,IL,0.1576264739
13140,"Beaumont-Port Arthur, TX",15-1133,"Software Developers, Systems Software",0.317,42.91,89260,72850,87900,105890,128430,1155,1177,245,Jefferson County,252273,TX,0.1576791809
28940,"Knoxville, TN",15-1133,"Software Developers, Systems Software",1.054,43.11,89670,62340,83770,106620,142230,1101,1237,93,Knox County,432226,TN,0.15771756
29460,"Lakeland-Winter Haven, FL",15-1133,"Software Developers, Systems Software",0.21,42.64,88690,74840,89080,101660,118080,1177,1433,105,Polk County,602095,FL,0.1585541087
22660,"Fort Collins-Loveland, CO",15-1133,"Software Developers, Systems Software",11.364,51.64,107420,86080,106030,128480,150530,1401,1684,69,Larimer County,299630,CO,0.1585588984
32820,"Memphis, TN-MS-AR",15-1133,"Software Developers, Systems Software",0.72,42.2,87770,71300,86280,100460,120360,1142,1273,157,Shelby County,927644,TN,0.1588317107
29620,"Lansing-East Lansing, MI",15-1133,"Software Developers, Systems Software",1.673,40.09,83390,70580,82270,94970,112570,1089,1320,65,Ingham County,280895,MI,0.1588428346
43900,"Spartanburg, SC",15-1133,"Software Developers, Systems Software",0.54,36.34,75580,64600,72800,84530,96850,964,1084,83,Spartanburg County,284307,SC,0.1589010989
12060,"Atlanta-Sandy Springs-Marietta, GA",15-1133,"Software Developers, Systems Software",4.255,46.31,96320,73800,95250,116590,141390,1263,1535,121,Fulton County,920581,GA,0.1591181102
22420,"Flint, MI",15-1133,"Software Developers, Systems Software",0.345,36.66,76260,55320,74250,95390,112970,988,1116,49,Genesee County,425790,MI,0.1596767677
36260,"Ogden-Clearfield, UT",15-1133,"Software Developers, Systems Software",1.305,42.19,87750,72300,86310,102870,123400,1149,1379,11,Davis County,306479,UT,0.1597497393
18880,"Crestview-Fort Walton Beach-Destin, FL",15-1133,"Software Developers, Systems Software",5.24,50.22,104460,83000,103950,131540,148460,1387,1621,91,Okaloosa County,180822,FL,0.1601154401
19124,"Dallas-Plano-Irving, TX Metropolitan Division",15-1133,"Software Developers, Systems Software",5.934,47.63,99060,81400,97570,118000,139310,1302,1572,113,Dallas County,2368139,TX,0.1601311879
39740,"Reading, PA",15-1133,"Software Developers, Systems Software",0.42,41.98,87320,70310,85400,97660,129820,1143,1227,11,Berks County,411442,PA,0.1606088993
29100,"La Crosse, WI-MN",15-1133,"Software Developers, Systems Software",0.537,42.26,87900,59610,76490,116390,143330,1025,1247,63,La Crosse County,114638,WI,0.160805334
29740,"Las Cruces, NM",15-1133,"Software Developers, Systems Software",7.464,41.61,86550,64770,83660,100870,134680,1123,1249,13,Dona Ana County,209233,NM,0.1610805642
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",15-1133,"Software Developers, Systems Software",1.456,42.67,88750,71090,89010,108090,121910,1199,1287,37,Davidson County,626681,TN,0.161644759
73604,"Haverhill-North Andover-Amesbury, MA-NH NECTA Division",15-1133,"Software Developers, Systems Software",2.05,51.82,107780,74470,107450,132610,161580,1448,1554,9,Haverhill city,60879,MA,0.1617124244
20740,"Eau Claire, WI",15-1133,"Software Developers, Systems Software",1.348,40.03,83250,80370,86100,91830,95270,1163,1205,35,Eau Claire County,98736,WI,0.1620905923
43340,"Shreveport-Bossier City, LA",15-1133,"Software Developers, Systems Software",0.289,36.96,76890,62010,74320,90810,100570,1005,1100,17,Caddo Parish,254969,LA,0.1622712594
19820,"Detroit-Warren-Livonia, MI",15-1133,"Software Developers, Systems Software",4.306,43.29,90050,70670,89040,108750,126770,1206,1317,163,Wayne County,1820584,MI,0.1625336927
25500,"Harrisonburg, VA",15-1133,"Software Developers, Systems Software",**,39.23,81600,67340,73830,80270,139860,1000,1394,165,Rockingham County,76314,VA,0.1625355547
48900,"Wilmington, NC",15-1133,"Software Developers, Systems Software",0.837,40.63,84520,69130,84530,100340,119000,1146,1307,129,New Hanover County,202667,NC,0.1626878031
31740,"Manhattan, KS",15-1133,"Software Developers, Systems Software",**,44.52,92610,57230,88210,137340,153280,1197,1472,161,Riley County,71115,KS,0.1628386804
21660,"Eugene-Springfield, OR",15-1133,"Software Developers, Systems Software",1.084,45.24,94110,76680,93580,113620,131560,1270,1490,39,Lane County,351715,OR,0.162855311
10740,"Albuquerque, NM",15-1133,"Software Developers, Systems Software",2.573,44.5,92560,74100,90330,110830,129310,1229,1504,1,Bernalillo County,662564,NM,0.1632680173
28140,"Kansas City, MO-KS",15-1133,"Software Developers, Systems Software",2.413,44.05,91620,73600,90970,109790,126320,1243,1384,95,Jackson County,674158,MO,0.1639661427
40060,"Richmond, VA",15-1133,"Software Developers, Systems Software",2.259,45.14,93890,77230,94520,111470,123870,1294,1568,41,Chesterfield County,316236,VA,0.1642826915
16980,"Chicago-Joliet-Naperville, IL-IN-WI",15-1133,"Software Developers, Systems Software",2.305,47.57,98950,79640,97080,119230,143150,1331,1552,31,Cook County,5194675,IL,0.1645241038
46140,"Tulsa, OK",15-1133,"Software Developers, Systems Software",1.302,39.53,82220,57470,77690,97990,123990,1066,1188,143,Tulsa County,603403,OK,0.1646543957
76750,"Portland-South Portland-Biddeford, ME",15-1133,"Software Developers, Systems Software",1.081,45.47,94570,77880,102630,112610,118590,1409,1480,5,Portland city,66194,ME,0.16474715
30460,"Lexington-Fayette, KY",15-1133,"Software Developers, Systems Software",1.631,38.97,81060,64010,79750,95660,115820,1095,1226,67,Fayette County,295803,KY,0.1647648903
10580,"Albany-Schenectady-Troy, NY",15-1133,"Software Developers, Systems Software",1.752,45.37,94370,71700,89000,111330,142920,1229,1319,95,Schoharie County,32749,NY,0.1657078652
11700,"Asheville, NC",15-1133,"Software Developers, Systems Software",0.175,35.37,73570,63330,71500,87290,108300,990,1285,21,Buncombe County,238318,NC,0.1661538462
46060,"Tucson, AZ",15-1133,"Software Developers, Systems Software",**,43.33,90130,76140,90240,107380,119980,1251,1489,19,Pima County,980263,AZ,0.166356383
78700,"Waterbury, CT",15-1133,"Software Developers, Systems Software",1.127,45.91,95480,78120,91230,110320,133910,1268,1377,9,Waterbury town,110366,CT,0.166787241
78100,"Springfield, MA-CT",15-1133,"Software Developers, Systems Software",0.925,42.2,87780,48640,90120,119030,143580,1260,1435,13,Springfield city,153060,MA,0.1677762983
26900,"Indianapolis-Carmel, IN",15-1133,"Software Developers, Systems Software",2.086,39.15,81430,62020,78950,97780,118910,1104,1288,97,Marion County,903393,IN,0.1678024066
38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1133,"Software Developers, Systems Software",4.438,49.08,102090,82080,101770,120740,142960,1428,1716,51,Multnomah County,735334,OR,0.1683796797
33700,"Modesto, CA",15-1133,"Software Developers, Systems Software",0.362,52.92,110080,83330,100800,129830,160560,1418,1645,99,Stanislaus County,514453,CA,0.1688095238
24860,"Greenville-Mauldin-Easley, SC",15-1133,"Software Developers, Systems Software",1.302,36.17,75240,61360,73730,88930,101020,1041,1233,45,Greenville County,451225,SC,0.1694289977
48140,"Wausau, WI",15-1133,"Software Developers, Systems Software",0.666,34.35,71460,54820,70070,89490,99610,990,1073,73,Marathon County,134063,WI,0.169544741
38300,"Pittsburgh, PA",15-1133,"Software Developers, Systems Software",1.511,37.66,78340,60730,75660,94850,115310,1069,1137,3,Allegheny County,1223348,PA,0.1695479778
21780,"Evansville, IN-KY",15-1133,"Software Developers, Systems Software",**,33.73,70160,53400,70830,80280,99300,1003,1095,163,Vanderburgh County,179703,IN,0.1699279966
37340,"Palm Bay-Melbourne-Titusville, FL",15-1133,"Software Developers, Systems Software",9.3,43.98,91480,70200,88930,111730,131810,1260,1499,9,Brevard County,543376,FL,0.1700213651
11100,"Amarillo, TX",15-1133,"Software Developers, Systems Software",0.961,39.62,82410,49670,74890,112850,141870,1067,1117,375,Potter County,121073,TX,0.1709707571
44700,"Stockton, CA",15-1133,"Software Developers, Systems Software",0.246,50.63,105300,85240,101910,126850,150310,1453,1746,77,San Joaquin County,685306,CA,0.1710921401
72104,"Brockton-Bridgewater-Easton, MA NECTA Division",15-1133,"Software Developers, Systems Software",**,52.62,109450,99330,109040,118880,136140,1555,1647,23,Brockton city,93810,MA,0.1711298606
45104,"Tacoma, WA Metropolitan Division",15-1133,"Software Developers, Systems Software",0.723,51.1,106290,88820,109190,123370,145350,1563,1879,53,Pierce County,795225,WA,0.171773972
22220,"Fayetteville-Springdale-Rogers, AR-MO",15-1133,"Software Developers, Systems Software",0.732,34.84,72460,54850,75400,89270,97200,1080,1274,7,Benton County,221339,AR,0.1718832891
17140,"Cincinnati-Middletown, OH-KY-IN",15-1133,"Software Developers, Systems Software",1.615,38.6,80280,62360,75810,95450,117730,1086,1196,61,Hamilton County,802374,OH,0.1719034428
75404,"Nashua, NH-MA NECTA Division",15-1133,"Software Developers, Systems Software",6.68,56.45,117420,95470,118220,143530,166320,1696,1969,11,Nashua city,86494,NH,0.1721536119
14740,"Bremerton-Silverdale, WA",15-1133,"Software Developers, Systems Software",0.514,52.47,109150,87730,100720,130930,150360,1446,1723,35,Kitsap County,251133,WA,0.172279587
10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1133,"Software Developers, Systems Software",0.694,43.52,90520,68610,90250,112500,133310,1296,1470,77,Lehigh County,349497,PA,0.1723213296
36740,"Orlando-Kissimmee-Sanford, FL",15-1133,"Software Developers, Systems Software",2.022,51.08,106250,73090,95970,126250,158530,1380,1670,95,Orange County,1145956,FL,0.1725539231
24540,"Greeley, CO",15-1133,"Software Developers, Systems Software",0.421,35.81,74480,38970,76430,92700,125290,1103,1332,123,Weld County,252825,CO,0.1731780714
23540,"Gainesville, FL",15-1133,"Software Developers, Systems Software",0.893,41.92,87190,69290,85900,108000,118890,1247,1621,1,Alachua County,247336,FL,0.1742025611
13900,"Bismarck, ND",15-1133,"Software Developers, Systems Software",2.038,35.52,73890,63840,73700,87910,98650,1071,1264,15,Burleigh County,81308,ND,0.1743826323
27260,"Jacksonville, FL",15-1133,"Software Developers, Systems Software",1.119,43.09,89630,68320,90120,110060,124130,1311,1604,31,Duval County,864263,FL,0.1745672437
30700,"Lincoln, NE",15-1133,"Software Developers, Systems Software",1.67,35.14,73080,57780,71130,86320,107240,1041,1300,109,Lancaster County,285407,NE,0.1756221004
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1133,"Software Developers, Systems Software",0.603,39.07,81270,56490,72400,101050,137280,1064,1248,51,Horry County,269291,SC,0.1763535912
25180,"Hagerstown-Martinsburg, MD-WV",15-1133,"Software Developers, Systems Software",1.239,48.36,100600,65150,97660,127340,160930,1436,1457,43,Washington County,147430,MD,0.1764489044
16580,"Champaign-Urbana, IL",15-1133,"Software Developers, Systems Software",1.515,45.9,95470,66830,80460,104770,167570,1187,1599,19,Champaign County,201081,IL,0.1770320656
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-1133,"Software Developers, Systems Software",3.866,47.06,97880,75910,95990,117790,144610,1419,1676,53,Hennepin County,1152425,MN,0.1773934785
38060,"Phoenix-Mesa-Glendale, AZ",15-1133,"Software Developers, Systems Software",3.404,45.71,95070,70730,95140,118120,143570,1410,1647,13,Maricopa County,3817117,AZ,0.1778431785
19740,"Denver-Aurora-Broomfield, CO",15-1133,"Software Developers, Systems Software",5.288,49.65,103270,81660,101330,123220,149780,1504,1744,31,Denver County,600158,CO,0.1781111221
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",15-1133,"Software Developers, Systems Software",3.078,45.89,95450,76630,95210,115230,134930,1414,1518,101,Philadelphia County,1526006,PA,0.1782165739
40140,"Riverside-San Bernardino-Ontario, CA",15-1133,"Software Developers, Systems Software",0.381,49.71,103390,85310,106240,121280,143150,1582,1930,65,Riverside County,2189641,CA,0.178689759
12940,"Baton Rouge, LA",15-1133,"Software Developers, Systems Software",0.724,35.06,72930,60070,71360,86500,99530,1064,1225,33,East Baton Rouge Parish,440171,LA,0.1789237668
44180,"Springfield, MO",15-1133,"Software Developers, Systems Software",0.255,33.11,68860,40120,68230,93390,111110,1022,1026,77,Greene County,275174,MO,0.1797449802
24580,"Green Bay, WI",15-1133,"Software Developers, Systems Software",0.683,33.56,69800,57850,69400,80520,93420,1043,1071,9,Brown County,248007,WI,0.1803458213
17780,"College Station-Bryan, TX",15-1133,"Software Developers, Systems Software",0.723,45.1,93810,74930,87840,101220,129420,1323,1586,41,Brazos County,194851,TX,0.1807377049
76450,"Norwich-New London, CT-RI",15-1133,"Software Developers, Systems Software",**,47.2,98180,71750,93110,116800,163060,1412,1628,11,Norwich town,40493,CT,0.1819783052
36420,"Oklahoma City, OK",15-1133,"Software Developers, Systems Software",1.887,35.98,74830,52800,69390,92150,117980,1054,1265,109,Oklahoma County,718633,OK,0.1822741029
13980,"Blacksburg-Christiansburg-Radford, VA",15-1133,"Software Developers, Systems Software",3.021,36.51,75950,46540,69810,97840,135870,1061,1343,121,Montgomery County,94392,VA,0.1823807477
41980,"San Juan-Caguas-Guaynabo, PR",15-1133,"Software Developers, Systems Software",0.282,30.15,62720,39260,57510,75950,104220,877,1055,127,San Juan Municipio,395326,PR,0.1829942619
33660,"Mobile, AL",15-1133,"Software Developers, Systems Software",0.676,35.9,74670,59910,72910,90890,108190,1115,1282,97,Mobile County,412992,AL,0.1835139213
17300,"Clarksville, TN-KY",15-1133,"Software Developers, Systems Software",0.705,35.68,74200,54480,69470,97060,116610,1063,1152,125,Montgomery County,172331,TN,0.1836188283
45300,"Tampa-St. Petersburg-Clearwater, FL",15-1133,"Software Developers, Systems Software",1.803,43.79,91080,70810,88060,108750,131790,1349,1616,57,Hillsborough County,1229226,FL,0.1838292074
42660,"Seattle-Tacoma-Bellevue, WA",15-1133,"Software Developers, Systems Software",5.068,55.58,115600,95700,115330,137660,155970,1777,2136,33,King County,1931249,WA,0.1848955172
74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division",15-1133,"Software Developers, Systems Software",3.12,45.23,94070,77870,93090,109140,124520,1448,1554,9,Lawrence city,76377,MA,0.1866580728
30780,"Little Rock-North Little Rock-Conway, AR",15-1133,"Software Developers, Systems Software",2.297,34.07,70860,58810,70220,81070,94910,1098,1220,119,Pulaski County,382748,AR,0.1876388493
42340,"Savannah, GA",15-1133,"Software Developers, Systems Software",1.143,39.39,81920,57480,77880,94390,115430,1218,1444,51,Chatham County,265128,GA,0.1876733436
49620,"York-Hanover, PA",15-1133,"Software Developers, Systems Software",0.214,37.55,78100,56350,73100,95510,125620,1148,1225,133,York County,434972,PA,0.1884541724
76900,"Portsmouth, NH-ME",15-1133,"Software Developers, Systems Software",**,47.05,97870,75540,99070,117680,140600,1559,1627,17,Dover city,29987,NH,0.1888361764
14500,"Boulder, CO",15-1133,"Software Developers, Systems Software",7.425,57.35,119300,98840,117830,141230,163500,1857,2206,13,Boulder County,294567,CO,0.1891199185
73450,"Hartford-West Hartford-East Hartford, CT",15-1133,"Software Developers, Systems Software",2.738,45.78,95220,74740,92070,114830,138040,1457,1693,3,Hartford town,124775,CT,0.1898989899
37700,"Pascagoula, MS",15-1133,"Software Developers, Systems Software",0.662,38.6,80290,63140,75940,106870,119430,1208,1218,59,Jackson County,139668,MS,0.1908875428
45940,"Trenton-Ewing, NJ",15-1133,"Software Developers, Systems Software",4.255,55.13,114680,88330,106830,127250,154260,1705,1971,21,Mercer County,366513,NJ,0.1915192362
45220,"Tallahassee, FL",15-1133,"Software Developers, Systems Software",0.703,37.82,78660,38470,76960,108030,137660,1236,1680,73,Leon County,275487,FL,0.1927234927
11460,"Ann Arbor, MI",15-1133,"Software Developers, Systems Software",4.818,42.86,89150,69690,86760,106340,126530,1397,1810,161,Washtenaw County,344791,MI,0.1932226833
42220,"Santa Rosa-Petaluma, CA",15-1133,"Software Developers, Systems Software",**,57.11,118780,94180,120720,145860,167430,1960,2297,97,Sonoma County,483878,CA,0.1948310139
31180,"Lubbock, TX",15-1133,"Software Developers, Systems Software",0.586,36.06,75010,58400,73580,90510,107480,1195,1377,303,Lubbock County,278831,TX,0.1948899157
21300,"Elmira, NY",15-1133,"Software Developers, Systems Software",1.05,32.81,68250,54610,66690,78360,99060,1088,1219,15,Chemung County,88830,NY,0.19577148
34060,"Morgantown, WV",15-1133,"Software Developers, Systems Software",9.255,35.62,74090,56140,68290,82310,97520,1115,1127,61,Monongalia County,96189,WV,0.1959291258
34940,"Naples-Marco Island, FL",15-1133,"Software Developers, Systems Software",0.473,42.25,87880,73370,86780,101920,118840,1424,1753,21,Collier County,321520,FL,0.1969117308
16820,"Charlottesville, VA",15-1133,"Software Developers, Systems Software",3.718,41.41,86130,67930,82090,99600,124140,1351,1533,3,Albemarle County,98970,VA,0.1974905591
39900,"Reno-Sparks, NV",15-1133,"Software Developers, Systems Software",1.111,42.5,88410,59060,87770,115410,136050,1449,1741,31,Washoe County,421407,NV,0.1981086932
23844,"Gary, IN Metropolitan Division",15-1133,"Software Developers, Systems Software",0.369,32.58,67770,41650,64700,85040,113110,1070,1141,89,Lake County,496005,IN,0.1984544049
16620,"Charleston, WV",15-1133,"Software Developers, Systems Software",**,38.17,79390,53860,61840,124700,143430,1024,1160,39,Kanawha County,193063,WV,0.1987063389
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1133,"Software Developers, Systems Software",2.708,46.3,96310,77200,94280,116030,139730,1562,1966,810,Virginia Beach city,437994,VA,0.1988120492
33540,"Missoula, MT",15-1133,"Software Developers, Systems Software",1.895,36.29,75480,67190,77270,89350,97520,1283,1585,63,Missoula County,109299,MT,0.1992493853
44300,"State College, PA",15-1133,"Software Developers, Systems Software",2.664,40.88,85020,66460,78950,105290,123530,1311,1360,27,Centre County,153990,PA,0.1992653578
70900,"Barnstable Town, MA",15-1133,"Software Developers, Systems Software",2.058,46.3,96310,77780,98720,123790,142670,1649,1732,1,Barnstable Town city,45193,MA,0.200445705
